data,denominazione_regione,colore
2020-11-25,Lombardia,rosso
2020-11-26,Lombardia,rosso
2020-11-27,Lombardia,rosso
2020-11-28,Lombardia,rosso
2020-11-29,Lombardia,arancione
2020-11-30,Lombardia,arancione
2020-12-01,Lombardia,arancione
2020-12-02,Lombardia,arancione
2020-12-03,Lombardia,arancione
2020-12-04,Lombardia,arancione
2020-12-05,Lombardia,arancione
2020-12-06,Lombardia,arancione
2020-12-07,Lombardia,arancione
2020-12-08,Lombardia,arancione
2020-12-09,Lombardia,arancione
2020-12-10,Lombardia,arancione
2020-12-11,Lombardia,arancione
2020-12-12,Lombardia,arancione
2020-12-13,Lombardia,giallo
2020-12-14,Lombardia,giallo
2020-12-15,Lombardia,giallo
2020-12-16,Lombardia,giallo
2020-12-17,Lombardia,giallo
2020-12-18,Lombardia,giallo
2020-12-19,Lombardia,giallo
2020-12-20,Lombardia,giallo
2020-12-21,Lombardia,giallo
2020-12-22,Lombardia,giallo
2020-12-23,Lombardia,giallo
2020-12-24,Lombardia,rosso
2020-12-25,Lombardia,rosso
2020-12-26,Lombardia,rosso
2020-12-27,Lombardia,rosso
2020-12-28,Lombardia,arancione
2020-12-29,Lombardia,arancione
2020-12-30,Lombardia,arancione
2020-12-31,Lombardia,rosso
2021-01-01,Lombardia,rosso
2021-01-02,Lombardia,rosso
2021-01-03,Lombardia,rosso
2021-01-04,Lombardia,arancione
2021-01-05,Lombardia,rosso
2021-01-06,Lombardia,rosso
2021-01-07,Lombardia,giallo
2021-01-08,Lombardia,giallo
2021-01-09,Lombardia,arancione
2021-01-10,Lombardia,arancione
2021-01-11,Lombardia,arancione
2021-01-12,Lombardia,arancione
2021-01-13,Lombardia,arancione
2021-01-14,Lombardia,arancione
2021-01-15,Lombardia,arancione
2021-01-16,Lombardia,arancione
2021-01-17,Lombardia,rosso
2021-01-18,Lombardia,rosso
2021-01-19,Lombardia,rosso
2021-01-20,Lombardia,rosso
2021-01-21,Lombardia,rosso
2021-01-22,Lombardia,rosso
2021-01-23,Lombardia,rosso
2021-01-24,Lombardia,arancione
2021-01-25,Lombardia,arancione
2021-01-26,Lombardia,arancione
2021-01-27,Lombardia,arancione
2021-01-28,Lombardia,arancione
2021-01-29,Lombardia,arancione
2021-01-30,Lombardia,arancione
2021-01-31,Lombardia,arancione
2021-02-01,Lombardia,giallo
2021-02-02,Lombardia,giallo
2021-02-03,Lombardia,giallo
2021-02-04,Lombardia,giallo
2021-02-05,Lombardia,giallo
2021-02-06,Lombardia,giallo
2021-02-07,Lombardia,giallo
2021-02-08,Lombardia,giallo
2020-11-06,Marche,giallo
2020-11-07,Marche,giallo
2020-11-08,Marche,giallo
2020-11-09,Marche,giallo
2020-11-10,Marche,giallo
2020-11-11,Marche,giallo
2020-11-12,Marche,giallo
2020-11-13,Marche,giallo
2020-11-14,Marche,giallo
2020-11-15,Marche,arancione
2020-11-16,Marche,arancione
2020-11-17,Marche,arancione
2020-11-18,Marche,arancione
2020-11-19,Marche,arancione
2020-11-20,Marche,arancione
2020-11-21,Marche,arancione
2020-11-22,Marche,arancione
2020-11-23,Marche,arancione
2020-11-24,Marche,arancione
2020-11-25,Marche,arancione
2020-11-26,Marche,arancione
2020-11-27,Marche,arancione
2020-11-28,Marche,arancione
2020-11-29,Marche,arancione
2020-11-30,Marche,arancione
2020-12-01,Marche,arancione
2020-12-02,Marche,arancione
2020-12-03,Marche,arancione
2020-12-04,Marche,arancione
2020-12-05,Marche,arancione
2020-12-06,Marche,giallo
2020-12-07,Marche,giallo
2020-12-08,Marche,giallo
2020-12-09,Marche,giallo
2020-12-10,Marche,giallo
2020-12-11,Marche,giallo
2020-12-12,Marche,giallo
2020-12-13,Marche,giallo
2020-12-14,Marche,giallo
2020-12-15,Marche,giallo
2020-12-16,Marche,giallo
2020-12-17,Marche,giallo
2020-12-18,Marche,giallo
2020-12-19,Marche,giallo
2020-12-20,Marche,giallo
2020-12-21,Marche,giallo
2020-12-22,Marche,giallo
2020-12-23,Marche,giallo
2020-12-24,Marche,rosso
2020-12-25,Marche,rosso
2020-12-26,Marche,rosso
2020-12-27,Marche,rosso
2020-12-28,Marche,arancione
2020-12-29,Marche,arancione
2020-12-30,Marche,arancione
2020-12-31,Marche,rosso
2021-01-01,Marche,rosso
2021-01-02,Marche,rosso
2021-01-03,Marche,rosso
2021-01-04,Marche,arancione
2021-01-05,Marche,rosso
2021-01-06,Marche,rosso
2021-01-07,Marche,giallo
2021-01-08,Marche,giallo
2021-01-09,Marche,arancione
2021-01-10,Marche,arancione
2021-01-11,Marche,giallo
2021-01-12,Marche,giallo
2021-01-13,Marche,giallo
2021-01-14,Marche,giallo
2021-01-15,Marche,giallo
2021-01-16,Marche,giallo
2021-01-17,Marche,arancione
2021-01-18,Marche,arancione
2021-01-19,Marche,arancione
2021-01-20,Marche,arancione
2021-01-21,Marche,arancione
2021-01-22,Marche,arancione
2021-01-23,Marche,arancione
2021-01-24,Marche,arancione
2021-01-25,Marche,arancione
2021-01-26,Marche,arancione
2021-01-27,Marche,arancione
2021-01-28,Marche,arancione
2021-01-29,Marche,arancione
2021-01-30,Marche,arancione
2021-01-31,Marche,arancione
2021-02-01,Marche,giallo
2021-02-02,Marche,giallo
2021-02-03,Marche,giallo
2021-02-04,Marche,giallo
2021-02-05,Marche,giallo
2021-02-06,Marche,giallo
2021-02-07,Marche,giallo
2021-02-08,Marche,giallo
2020-11-06,Molise,giallo
2020-11-07,Molise,giallo
2020-11-08,Molise,giallo
2020-11-09,Molise,giallo
2020-11-10,Molise,giallo
2020-11-11,Molise,giallo
2020-11-12,Molise,giallo
2020-11-13,Molise,giallo
2020-11-14,Molise,giallo
2020-11-15,Molise,giallo
2020-11-16,Molise,giallo
2020-11-17,Molise,giallo
2020-11-18,Molise,giallo
2020-11-19,Molise,giallo
2020-11-20,Molise,giallo
2020-11-21,Molise,giallo
2020-11-22,Molise,giallo
2020-11-23,Molise,giallo
2020-11-24,Molise,giallo
2020-11-25,Molise,giallo
2020-11-26,Molise,giallo
2020-11-27,Molise,giallo
2020-11-28,Molise,giallo
2020-11-29,Molise,giallo
2020-11-30,Molise,giallo
2020-12-01,Molise,giallo
2020-12-02,Molise,giallo
2020-12-03,Molise,giallo
2020-12-04,Molise,giallo
2020-12-05,Molise,giallo
2020-12-06,Molise,giallo
2020-12-07,Molise,giallo
2020-12-08,Molise,giallo
2020-12-09,Molise,giallo
2020-12-10,Molise,giallo
2020-12-11,Molise,giallo
2020-12-12,Molise,giallo
2020-12-13,Molise,giallo
2020-12-14,Molise,giallo
2020-12-15,Molise,giallo
2020-12-16,Molise,giallo
2020-12-17,Molise,giallo
2020-12-18,Molise,giallo
2020-12-19,Molise,giallo
2020-12-20,Molise,giallo
2020-12-21,Molise,giallo
2020-12-22,Molise,giallo
2020-12-23,Molise,giallo
2020-12-24,Molise,rosso
2020-12-25,Molise,rosso
2020-12-26,Molise,rosso
2020-12-27,Molise,rosso
2020-12-28,Molise,arancione
2020-12-29,Molise,arancione
2020-12-30,Molise,arancione
2020-12-31,Molise,rosso
2021-01-01,Molise,rosso
2021-01-02,Molise,rosso
2021-01-03,Molise,rosso
2021-01-04,Molise,arancione
2021-01-05,Molise,rosso
2021-01-06,Molise,rosso
2021-01-07,Molise,giallo
2021-01-08,Molise,giallo
2021-01-09,Molise,arancione
2021-01-10,Molise,arancione
2021-01-11,Molise,giallo
2021-01-12,Molise,giallo
2021-01-13,Molise,giallo
2021-01-14,Molise,giallo
2021-01-15,Molise,giallo
2021-01-16,Molise,giallo
2021-01-17,Molise,giallo
2021-01-18,Molise,giallo
2021-01-19,Molise,giallo
2021-01-20,Molise,giallo
2021-01-21,Molise,giallo
2021-01-22,Molise,giallo
2021-01-23,Molise,giallo
2021-01-24,Molise,giallo
2021-01-25,Molise,giallo
2021-01-26,Molise,giallo
2021-01-27,Molise,giallo
2021-01-28,Molise,giallo
2021-01-29,Molise,giallo
2021-01-30,Molise,giallo
2021-01-31,Molise,giallo
2021-02-01,Molise,giallo
2021-02-02,Molise,giallo
2021-02-03,Molise,giallo
2021-02-04,Molise,giallo
2021-02-05,Molise,giallo
2021-02-06,Molise,giallo
2021-02-07,Molise,giallo
2021-02-08,Molise,giallo
2020-11-06,Piemonte,giallo
2020-11-07,Piemonte,giallo
2020-11-08,Piemonte,giallo
2020-11-09,Piemonte,giallo
2020-11-10,Piemonte,giallo
2020-11-11,Piemonte,giallo
2020-11-12,Piemonte,giallo
2020-11-13,Piemonte,giallo
2020-11-14,Piemonte,giallo
2020-11-15,Piemonte,giallo
2020-11-16,Piemonte,giallo
2020-11-17,Piemonte,giallo
2020-11-18,Piemonte,giallo
2020-11-19,Piemonte,giallo
2020-11-20,Piemonte,rosso
2020-11-21,Piemonte,rosso
2020-11-22,Piemonte,rosso
2020-11-23,Piemonte,rosso
2020-11-24,Piemonte,rosso
2020-11-25,Piemonte,rosso
2020-11-26,Piemonte,rosso
2020-11-27,Piemonte,rosso
2020-11-28,Piemonte,rosso
2020-11-29,Piemonte,arancione
2020-11-30,Piemonte,arancione
2020-12-01,Piemonte,arancione
2020-12-02,Piemonte,arancione
2020-12-03,Piemonte,arancione
2020-12-04,Piemonte,arancione
2020-12-05,Piemonte,arancione
2020-12-06,Piemonte,arancione
2020-12-07,Piemonte,arancione
2020-12-08,Piemonte,arancione
2020-12-09,Piemonte,arancione
2020-12-10,Piemonte,arancione
2020-12-11,Piemonte,arancione
2020-12-12,Piemonte,arancione
2020-12-13,Piemonte,giallo
2020-12-14,Piemonte,giallo
2020-12-15,Piemonte,giallo
2020-12-16,Piemonte,giallo
2020-12-17,Piemonte,giallo
2020-12-18,Piemonte,giallo
2020-12-19,Piemonte,giallo
2020-12-20,Piemonte,giallo
2020-12-21,Piemonte,giallo
2020-12-22,Piemonte,giallo
2020-12-23,Piemonte,giallo
2020-12-24,Piemonte,rosso
2020-12-25,Piemonte,rosso
2020-12-26,Piemonte,rosso
2020-12-27,Piemonte,rosso
2020-12-28,Piemonte,arancione
2020-12-29,Piemonte,arancione
2020-12-30,Piemonte,arancione
2020-12-31,Piemonte,rosso
2021-01-01,Piemonte,rosso
2021-01-02,Piemonte,rosso
2021-01-03,Piemonte,rosso
2021-01-04,Piemonte,arancione
2021-01-05,Piemonte,rosso
2021-01-06,Piemonte,rosso
2021-01-07,Piemonte,giallo
2021-01-08,Piemonte,giallo
2021-01-09,Piemonte,arancione
2021-01-10,Piemonte,arancione
2021-01-11,Piemonte,giallo
2021-01-12,Piemonte,giallo
2021-01-13,Piemonte,giallo
2021-01-14,Piemonte,giallo
2021-01-15,Piemonte,giallo
2021-01-16,Piemonte,giallo
2021-01-17,Piemonte,arancione
2021-01-18,Piemonte,arancione
2021-01-19,Piemonte,arancione
2021-01-20,Piemonte,arancione
2021-01-21,Piemonte,arancione
2021-01-22,Piemonte,arancione
2021-01-23,Piemonte,arancione
2021-01-24,Piemonte,arancione
2021-01-25,Piemonte,arancione
2021-01-26,Piemonte,arancione
2021-01-27,Piemonte,arancione
2021-01-28,Piemonte,arancione
2021-01-29,Piemonte,arancione
2021-01-30,Piemonte,arancione
2021-01-31,Piemonte,arancione
2021-02-01,Piemonte,giallo
2021-02-02,Piemonte,giallo
2021-02-03,Piemonte,giallo
2021-02-04,Piemonte,giallo
2021-02-05,Piemonte,giallo
2021-02-06,Piemonte,giallo
2021-02-07,Piemonte,giallo
2021-02-08,Piemonte,giallo
2020-11-06,Provincia autonoma Bolzano,giallo
2020-11-07,Provincia autonoma Bolzano,giallo
2020-11-08,Provincia autonoma Bolzano,giallo
2020-11-09,Provincia autonoma Bolzano,giallo
2020-11-10,Provincia autonoma Bolzano,rosso
2020-11-11,Provincia autonoma Bolzano,rosso
2020-11-12,Provincia autonoma Bolzano,rosso
2020-11-13,Provincia autonoma Bolzano,rosso
2020-11-14,Provincia autonoma Bolzano,rosso
2020-11-15,Provincia autonoma Bolzano,rosso
2020-11-16,Provincia autonoma Bolzano,rosso
2020-11-17,Provincia autonoma Bolzano,rosso
2020-11-18,Provincia autonoma Bolzano,rosso
2020-11-19,Provincia autonoma Bolzano,rosso
2020-11-20,Provincia autonoma Bolzano,rosso
2020-11-21,Provincia autonoma Bolzano,rosso
2020-11-22,Provincia autonoma Bolzano,rosso
2020-11-23,Provincia autonoma Bolzano,rosso
2020-11-24,Provincia autonoma Bolzano,rosso
2020-11-25,Provincia autonoma Bolzano,rosso
2020-11-26,Provincia autonoma Bolzano,rosso
2020-11-27,Provincia autonoma Bolzano,rosso
2020-11-28,Provincia autonoma Bolzano,rosso
2020-11-29,Provincia autonoma Bolzano,rosso
2020-11-30,Provincia autonoma Bolzano,rosso
2020-12-01,Provincia autonoma Bolzano,rosso
2020-12-02,Provincia autonoma Bolzano,rosso
2020-12-03,Provincia autonoma Bolzano,rosso
2020-12-04,Provincia autonoma Bolzano,rosso
2020-12-05,Provincia autonoma Bolzano,rosso
2020-12-06,Provincia autonoma Bolzano,arancione
2020-12-07,Provincia autonoma Bolzano,arancione
2020-12-08,Provincia autonoma Bolzano,arancione
2020-12-09,Provincia autonoma Bolzano,arancione
2020-12-10,Provincia autonoma Bolzano,arancione
2020-12-11,Provincia autonoma Bolzano,arancione
2020-12-12,Provincia autonoma Bolzano,arancione
2020-12-13,Provincia autonoma Bolzano,arancione
2020-12-14,Provincia autonoma Bolzano,arancione
2020-12-15,Provincia autonoma Bolzano,arancione
2020-12-16,Provincia autonoma Bolzano,arancione
2020-12-17,Provincia autonoma Bolzano,arancione
2020-12-18,Provincia autonoma Bolzano,arancione
2020-12-19,Provincia autonoma Bolzano,arancione
2020-12-20,Provincia autonoma Bolzano,arancione
2020-12-21,Provincia autonoma Bolzano,arancione
2020-12-22,Provincia autonoma Bolzano,arancione
2020-12-23,Provincia autonoma Bolzano,arancione
2020-12-24,Provincia autonoma Bolzano,rosso
2020-12-25,Provincia autonoma Bolzano,rosso
2020-12-26,Provincia autonoma Bolzano,rosso
2020-12-27,Provincia autonoma Bolzano,rosso
2020-12-28,Provincia autonoma Bolzano,arancione
2020-12-29,Provincia autonoma Bolzano,arancione
2020-12-30,Provincia autonoma Bolzano,arancione
2020-12-31,Provincia autonoma Bolzano,rosso
2021-01-01,Provincia autonoma Bolzano,rosso
2021-01-02,Provincia autonoma Bolzano,rosso
2021-01-03,Provincia autonoma Bolzano,rosso
2021-01-04,Provincia autonoma Bolzano,arancione
2021-01-05,Provincia autonoma Bolzano,rosso
2021-01-06,Provincia autonoma Bolzano,rosso
2021-01-07,Provincia autonoma Bolzano,giallo
2021-01-08,Provincia autonoma Bolzano,giallo
2021-01-09,Provincia autonoma Bolzano,arancione
2021-01-10,Provincia autonoma Bolzano,arancione
2021-01-11,Provincia autonoma Bolzano,giallo
2021-01-12,Provincia autonoma Bolzano,giallo
2021-01-13,Provincia autonoma Bolzano,giallo
2021-01-14,Provincia autonoma Bolzano,giallo
2021-01-15,Provincia autonoma Bolzano,giallo
2021-01-16,Provincia autonoma Bolzano,giallo
2021-01-17,Provincia autonoma Bolzano,rosso
2021-01-18,Provincia autonoma Bolzano,rosso
2021-01-19,Provincia autonoma Bolzano,rosso
2021-01-20,Provincia autonoma Bolzano,rosso
2021-01-21,Provincia autonoma Bolzano,rosso
2021-01-22,Provincia autonoma Bolzano,rosso
2021-01-23,Provincia autonoma Bolzano,rosso
2021-01-24,Provincia autonoma Bolzano,rosso
2021-01-25,Provincia autonoma Bolzano,rosso
2021-01-26,Provincia autonoma Bolzano,rosso
2021-01-27,Provincia autonoma Bolzano,rosso
2021-01-28,Provincia autonoma Bolzano,rosso
2021-01-29,Provincia autonoma Bolzano,rosso
2021-01-30,Provincia autonoma Bolzano,rosso
2021-01-31,Provincia autonoma Bolzano,rosso
2021-02-01,Provincia autonoma Bolzano,arancione
2021-02-02,Provincia autonoma Bolzano,arancione
2021-02-03,Provincia autonoma Bolzano,arancione
2021-02-04,Provincia autonoma Bolzano,arancione
2021-02-05,Provincia autonoma Bolzano,arancione
2021-02-06,Provincia autonoma Bolzano,arancione
2021-02-07,Provincia autonoma Bolzano,arancione
2021-02-08,Provincia autonoma Bolzano,arancione
2020-11-06,Provincia autonoma Trento,giallo
2020-11-07,Provincia autonoma Trento,giallo
2020-11-08,Provincia autonoma Trento,giallo
2020-11-09,Provincia autonoma Trento,giallo
2020-11-10,Provincia autonoma Trento,giallo
2020-11-11,Provincia autonoma Trento,giallo
2020-11-12,Provincia autonoma Trento,giallo
2020-11-13,Provincia autonoma Trento,giallo
2020-11-14,Provincia autonoma Trento,giallo
2020-11-15,Provincia autonoma Trento,giallo
2020-11-16,Provincia autonoma Trento,giallo
2020-11-17,Provincia autonoma Trento,giallo
2020-11-18,Provincia autonoma Trento,giallo
2020-11-19,Provincia autonoma Trento,giallo
2020-11-20,Provincia autonoma Trento,giallo
2020-11-21,Provincia autonoma Trento,giallo
2020-11-22,Provincia autonoma Trento,giallo
2020-11-23,Provincia autonoma Trento,giallo
2020-11-24,Provincia autonoma Trento,giallo
2020-11-25,Provincia autonoma Trento,giallo
2020-11-26,Provincia autonoma Trento,giallo
2020-11-27,Provincia autonoma Trento,giallo
2020-11-28,Provincia autonoma Trento,giallo
2020-11-29,Provincia autonoma Trento,giallo
2020-11-30,Provincia autonoma Trento,giallo
2020-12-01,Provincia autonoma Trento,giallo
2020-12-02,Provincia autonoma Trento,giallo
2020-12-03,Provincia autonoma Trento,giallo
2020-12-04,Provincia autonoma Trento,giallo
2020-12-05,Provincia autonoma Trento,giallo
2020-12-06,Provincia autonoma Trento,giallo
2020-12-07,Provincia autonoma Trento,giallo
2020-12-08,Provincia autonoma Trento,giallo
2020-12-09,Provincia autonoma Trento,giallo
2020-12-10,Provincia autonoma Trento,giallo
2020-12-11,Provincia autonoma Trento,giallo
2020-12-12,Provincia autonoma Trento,giallo
2020-12-13,Provincia autonoma Trento,giallo
2020-12-14,Provincia autonoma Trento,giallo
2020-12-15,Provincia autonoma Trento,giallo
2020-12-16,Provincia autonoma Trento,giallo
2020-12-17,Provincia autonoma Trento,giallo
2020-12-18,Provincia autonoma Trento,giallo
2020-12-19,Provincia autonoma Trento,giallo
2020-12-20,Provincia autonoma Trento,giallo
2020-12-21,Provincia autonoma Trento,giallo
2020-12-22,Provincia autonoma Trento,giallo
2020-12-23,Provincia autonoma Trento,giallo
2020-12-24,Provincia autonoma Trento,rosso
2020-12-25,Provincia autonoma Trento,rosso
2020-12-26,Provincia autonoma Trento,rosso
2020-12-27,Provincia autonoma Trento,rosso
2020-12-28,Provincia autonoma Trento,arancione
2020-12-29,Provincia autonoma Trento,arancione
2020-12-30,Provincia autonoma Trento,arancione
2020-12-31,Provincia autonoma Trento,rosso
2021-01-01,Provincia autonoma Trento,rosso
2021-01-02,Provincia autonoma Trento,rosso
2021-01-03,Provincia autonoma Trento,rosso
2021-01-04,Provincia autonoma Trento,arancione
2021-01-05,Provincia autonoma Trento,rosso
2021-01-06,Provincia autonoma Trento,rosso
2021-01-07,Provincia autonoma Trento,giallo
2021-01-08,Provincia autonoma Trento,giallo
2021-01-09,Provincia autonoma Trento,arancione
2021-01-10,Provincia autonoma Trento,arancione
2021-01-11,Provincia autonoma Trento,giallo
2021-01-12,Provincia autonoma Trento,giallo
2021-01-13,Provincia autonoma Trento,giallo
2021-01-14,Provincia autonoma Trento,giallo
2021-01-15,Provincia autonoma Trento,giallo
2021-01-16,Provincia autonoma Trento,giallo
2021-01-17,Provincia autonoma Trento,giallo
2021-01-18,Provincia autonoma Trento,giallo
2021-01-19,Provincia autonoma Trento,giallo
2021-01-20,Provincia autonoma Trento,giallo
2021-01-21,Provincia autonoma Trento,giallo
2021-01-22,Provincia autonoma Trento,giallo
2021-01-23,Provincia autonoma Trento,giallo
2021-01-24,Provincia autonoma Trento,giallo
2021-01-25,Provincia autonoma Trento,giallo
2021-01-26,Provincia autonoma Trento,giallo
2021-01-27,Provincia autonoma Trento,giallo
2021-01-28,Provincia autonoma Trento,giallo
2021-01-29,Provincia autonoma Trento,giallo
2021-01-30,Provincia autonoma Trento,giallo
2021-01-31,Provincia autonoma Trento,giallo
2021-02-01,Provincia autonoma Trento,giallo
2021-02-02,Provincia autonoma Trento,giallo
2021-02-03,Provincia autonoma Trento,giallo
2021-02-04,Provincia autonoma Trento,giallo
2021-02-05,Provincia autonoma Trento,giallo
2021-02-06,Provincia autonoma Trento,giallo
2021-02-07,Provincia autonoma Trento,giallo
2021-02-08,Provincia autonoma Trento,giallo
2020-11-06,Puglia,giallo
2020-11-07,Puglia,giallo
2020-11-08,Puglia,giallo
2020-11-09,Puglia,giallo
2020-11-10,Puglia,giallo
2020-11-11,Puglia,giallo
2020-11-12,Puglia,giallo
2020-11-13,Puglia,giallo
2020-11-14,Puglia,giallo
2020-11-15,Puglia,giallo
2020-11-16,Puglia,giallo
2020-11-17,Puglia,giallo
2020-11-18,Puglia,giallo
2020-11-19,Puglia,giallo
2020-11-20,Puglia,arancione
2020-11-21,Puglia,arancione
2020-11-22,Puglia,arancione
2020-11-23,Puglia,arancione
2020-11-24,Puglia,arancione
2020-11-25,Puglia,arancione
2020-11-26,Puglia,arancione
2020-11-27,Puglia,arancione
2020-11-28,Puglia,arancione
2020-11-29,Puglia,arancione
2020-11-30,Puglia,arancione
2020-12-01,Puglia,arancione
2020-12-02,Puglia,arancione
2020-12-03,Puglia,arancione
2020-12-04,Puglia,arancione
2020-12-05,Puglia,arancione
2020-12-06,Puglia,giallo
2020-12-07,Puglia,giallo
2020-12-08,Puglia,giallo
2020-12-09,Puglia,giallo
2020-12-10,Puglia,giallo
2020-12-11,Puglia,giallo
2020-12-12,Puglia,giallo
2020-12-13,Puglia,giallo
2020-12-14,Puglia,giallo
2020-12-15,Puglia,giallo
2020-12-16,Puglia,giallo
2020-12-17,Puglia,giallo
2020-12-18,Puglia,giallo
2020-12-19,Puglia,giallo
2020-12-20,Puglia,giallo
2020-12-21,Puglia,giallo
2020-12-22,Puglia,giallo
2020-12-23,Puglia,giallo
2020-12-24,Puglia,rosso
2020-12-25,Puglia,rosso
2020-12-26,Puglia,rosso
2020-12-27,Puglia,rosso
2020-12-28,Puglia,arancione
2020-12-29,Puglia,arancione
2020-12-30,Puglia,arancione
2020-12-31,Puglia,rosso
2021-01-01,Puglia,rosso
2021-01-02,Puglia,rosso
2021-01-03,Puglia,rosso
2021-01-04,Puglia,arancione
2021-01-05,Puglia,rosso
2021-01-06,Puglia,rosso
2021-01-07,Puglia,giallo
2021-01-08,Puglia,giallo
2021-01-09,Puglia,arancione
2021-01-10,Puglia,arancione
2021-01-11,Puglia,giallo
2021-01-12,Puglia,giallo
2021-01-13,Puglia,giallo
2021-01-14,Puglia,giallo
2021-01-15,Puglia,giallo
2021-01-16,Puglia,giallo
2021-01-17,Puglia,arancione
2021-01-18,Puglia,arancione
2021-01-19,Puglia,arancione
2021-01-20,Puglia,arancione
2021-01-21,Puglia,arancione
2021-01-22,Puglia,arancione
2021-01-23,Puglia,arancione
2021-01-24,Puglia,arancione
2021-01-25,Puglia,arancione
2021-01-26,Puglia,arancione
2021-01-27,Puglia,arancione
2021-01-28,Puglia,arancione
2021-01-29,Puglia,arancione
2021-01-30,Puglia,arancione
2021-01-31,Puglia,arancione
2021-02-01,Puglia,arancione
2021-02-02,Puglia,arancione
2021-02-03,Puglia,arancione
2021-02-04,Puglia,arancione
2021-02-05,Puglia,arancione
2021-02-06,Puglia,arancione
2021-02-07,Puglia,arancione
2021-02-08,Puglia,arancione
2020-11-06,Sardegna,giallo
2020-11-07,Sardegna,giallo
2020-11-08,Sardegna,giallo
2020-11-09,Sardegna,giallo
2020-11-10,Sardegna,giallo
2020-11-11,Sardegna,giallo
2020-11-12,Sardegna,giallo
2020-11-13,Sardegna,giallo
2020-11-14,Sardegna,giallo
2020-11-15,Sardegna,giallo
2020-11-16,Sardegna,giallo
2020-11-17,Sardegna,giallo
2020-11-18,Sardegna,giallo
2020-11-19,Sardegna,giallo
2020-11-20,Sardegna,giallo
2020-11-21,Sardegna,giallo
2020-11-22,Sardegna,giallo
2020-11-23,Sardegna,giallo
2020-11-24,Sardegna,giallo
2020-11-25,Sardegna,giallo
2020-11-26,Sardegna,giallo
2020-11-27,Sardegna,giallo
2020-11-28,Sardegna,giallo
2020-11-29,Sardegna,giallo
2020-11-30,Sardegna,giallo
2020-12-01,Sardegna,giallo
2020-12-02,Sardegna,giallo
2020-12-03,Sardegna,giallo
2020-12-04,Sardegna,giallo
2020-12-05,Sardegna,giallo
2020-12-06,Sardegna,giallo
2020-12-07,Sardegna,giallo
2020-12-08,Sardegna,giallo
2020-12-09,Sardegna,giallo
2020-12-10,Sardegna,giallo
2020-12-11,Sardegna,giallo
2020-12-12,Sardegna,giallo
2020-12-13,Sardegna,giallo
2020-12-14,Sardegna,giallo
2020-12-15,Sardegna,giallo
2020-12-16,Sardegna,giallo
2020-12-17,Sardegna,giallo
2020-12-18,Sardegna,giallo
2020-12-19,Sardegna,giallo
2020-12-20,Sardegna,giallo
2020-12-21,Sardegna,giallo
2020-12-22,Sardegna,giallo
2020-12-23,Sardegna,giallo
2020-12-24,Sardegna,rosso
2020-12-25,Sardegna,rosso
2020-12-26,Sardegna,rosso
2020-12-27,Sardegna,rosso
2020-12-28,Sardegna,arancione
2020-12-29,Sardegna,arancione
2020-12-30,Sardegna,arancione
2020-12-31,Sardegna,rosso
2021-01-01,Sardegna,rosso
2021-01-02,Sardegna,rosso
2021-01-03,Sardegna,rosso
2021-01-04,Sardegna,arancione
2021-01-05,Sardegna,rosso
2021-01-06,Sardegna,rosso
2021-01-07,Sardegna,giallo
2021-01-08,Sardegna,giallo
2021-01-09,Sardegna,arancione
2021-01-10,Sardegna,arancione
2021-01-11,Sardegna,giallo
2021-01-12,Sardegna,giallo
2021-01-13,Sardegna,giallo
2021-01-14,Sardegna,giallo
2021-01-15,Sardegna,giallo
2021-01-16,Sardegna,giallo
2021-01-17,Sardegna,giallo
2021-01-18,Sardegna,giallo
2021-01-19,Sardegna,giallo
2021-01-20,Sardegna,giallo
2021-01-21,Sardegna,giallo
2021-01-22,Sardegna,giallo
2021-01-23,Sardegna,giallo
2021-01-24,Sardegna,arancione
2021-01-25,Sardegna,arancione
2021-01-26,Sardegna,arancione
2021-01-27,Sardegna,arancione
2021-01-28,Sardegna,arancione
2021-01-29,Sardegna,arancione
2021-01-30,Sardegna,arancione
2021-01-31,Sardegna,arancione
2021-02-01,Sardegna,arancione
2021-02-02,Sardegna,arancione
2021-02-03,Sardegna,arancione
2021-02-04,Sardegna,arancione
2021-02-05,Sardegna,arancione
2021-02-06,Sardegna,arancione
2021-02-07,Sardegna,arancione
2021-02-08,Sardegna,arancione
2020-11-06,Sicilia,giallo
2020-11-07,Sicilia,giallo
2020-11-08,Sicilia,giallo
2020-11-09,Sicilia,giallo
2020-11-10,Sicilia,giallo
2020-11-11,Sicilia,giallo
2020-11-12,Sicilia,giallo
2020-11-13,Sicilia,giallo
2020-11-14,Sicilia,giallo
2020-11-15,Sicilia,giallo
2020-11-16,Sicilia,giallo
2020-11-17,Sicilia,giallo
2020-11-18,Sicilia,giallo
2020-11-19,Sicilia,giallo
2020-11-20,Sicilia,arancione
2020-11-21,Sicilia,arancione
2020-11-22,Sicilia,arancione
2020-11-23,Sicilia,arancione
2020-11-24,Sicilia,arancione
2020-11-25,Sicilia,arancione
2020-11-26,Sicilia,arancione
2020-11-27,Sicilia,arancione
2020-11-28,Sicilia,arancione
2020-11-29,Sicilia,giallo
2020-11-30,Sicilia,giallo
2020-12-01,Sicilia,giallo
2020-12-02,Sicilia,giallo
2020-12-03,Sicilia,giallo
2020-12-04,Sicilia,giallo
2020-12-05,Sicilia,giallo
2020-12-06,Sicilia,giallo
